Column1;Season;Name;Transfer Sum;From;FromCountry;FromLanguage;FromLanguageFamily;To;ToCountry;ToLanguage;ToLanguageFamily
1165;11. Dez;Aislan;ablösefrei;Guarani;Paraguay;Spanish;Romance;FC Sion;Switzerland;French;Romance
1166;11. Dez;Sébastien Wüthrich;ablösefrei;Xamax;Switzerland;French;Romance;FC Sion;Switzerland;French;Romance
1167;11. Dez;Vullnet Basha;ablösefrei;Xamax;Switzerland;French;Romance;FC Sion;Switzerland;French;Romance
1168;11. Dez;José Goncalves;7 Tsd. €;FC St. Gallen;Switzerland;German;Germanic;FC Sion;Switzerland;French;Romance
1169;11. Dez;Geoffrey Tréand;?;Xamax;Switzerland;French;Romance;FC Sion;Switzerland;French;Romance
1170;11. Dez;Christophe Guedes;?;Servette FC;Switzerland;French;Romance;FC Sion;Switzerland;French;Romance
1171;11. Dez;Milos Bakrac;?;OFK Belgrad U19;Serbia;Serbian;Slavic;FC Sion;Switzerland;French;Romance
1172;11. Dez;Gilles Levrand;Leih-Ende;Martigny-Sports;Switzerland;French;Romance;FC Sion;Switzerland;French;Romance
1173;11. Dez;Didier Crettenand;-;FC Sion U21;Switzerland;French;Romance;FC Sion;Switzerland;French;Romance
1174;11. Dez;Loic Chatton;Leih-Ende;FC Lugano;Switzerland;Italian;Romance;FC Sion;Switzerland;French;Romance
1175;11. Dez;Giovanni Sio;5,80 Mio. €;FC Sion;Switzerland;French;Romance;VfL Wolfsburg;Germany;German;Germanic
1176;11. Dez;Álvaro Domínguez;300 Tsd. €;FC Sion;Switzerland;French;Romance;Samsunspor;Turkey;Turkish;Turkic
1178;11. Dez;Gilles Levrand;ablösefrei;FC Sion;Switzerland;French;Romance;FC Baulmes;Switzerland;French;Romance
1179;11. Dez;Fabrizio Zambrella;Leihe;FC Sion;Switzerland;French;Romance;PAS Giannina;Greece;Greek;Hellenic
1180;11. Dez;Billy Ketkeophomphone;ablösefrei;FC Sion;Switzerland;French;Romance;FC Tours;France;French;Romance
1181;11. Dez;Gilles Levrand;Leihe;FC Sion;Switzerland;French;Romance;Martigny-Sports;Switzerland;French;Romance
1182;11. Dez;Loic Chatton;Leihe;FC Sion;Switzerland;French;Romance;FC Biel-Bienne;Switzerland;German;Germanic
1183;11. Dez;Yacoub Meité;ablösefrei;FC Sion;Switzerland;French;Romance;FC Tours;France;French;Romance
1184;11. Dez;Nicolas Marin;ablösefrei;FC Sion;Switzerland;French;Romance;Lausanne-Sport;Switzerland;French;Romance
1185;11. Dez;Loic Chatton;Leihe;FC Sion;Switzerland;French;Romance;FC Lugano;Switzerland;Italian;Romance
1186;11. Dez;Mohamed Traoré;?;FC Sion;Switzerland;French;Romance;Ismaily;Egypt;Arabic;Semitic
1187;11. Dez;Guilherme Afonso;Leihe;FC Sion;Switzerland;French;Romance;FC Lugano;Switzerland;Italian;Romance
1188;11. Dez;Aleksandar Prijovic;Leihe;FC Sion;Switzerland;French;Romance;Lausanne-Sport;Switzerland;French;Romance
1189;11. Dez;Jonas Elmer;Leihe;FC Sion;Switzerland;French;Romance;AC Bellinzona;Switzerland;Italian;Romance
1190;11. Dez;Max Veloso;Leihe;FC Sion;Switzerland;French;Romance;FC Vaduz;Switzerland;German;Germanic
1191;11. Dez;Gabri;-;FC Sion;Switzerland;French;Romance;Vereinslos;Vereinslos;Vereinslos;Vereinslos
1192;11. Dez;Saidu Alade Adeshina;-;FC Sion;Switzerland;French;Romance;FC Sion U21;Switzerland;French;Romance
1193;11. Dez;Michele Morganella;-;FC Sion;Switzerland;French;Romance;FC Sion U21;Switzerland;French;Romance
1194;11. Dez;Enes Fermino;-;FC Sion;Switzerland;French;Romance;FC Sion U21;Switzerland;French;Romance
1195;11. Dez;Léo Lacroix;-;FC Sion;Switzerland;French;Romance;FC Sion U21;Switzerland;French;Romance
1196;11. Dez;Pascal Feindouno;-;FC Sion;Switzerland;French;Romance;Vereinslos;Vereinslos;Vereinslos;Vereinslos
1197;11. Dez;Branislav Micic;-;FC Sion;Switzerland;French;Romance;FC Sion U21;Switzerland;French;Romance
1198;20/21;Fabian Rüdlin;ablösefrei;SC Freiburg II;Germany;German;Germanic;FC Thun;Switzerland;German;Germanic
1199;20/21;Omer Dzonlagic;?;SC Kriens;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1200;20/21;Gabriel Kyeremateng;?;Stoke U23;England;English;Germanic;FC Thun;Switzerland;German;Germanic
1201;20/21;Noël Wetz;-;Thun U21;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1202;20/21;Joel Fuhrer;-;Thun U21;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1203;20/21;Ridge Munsy;300 Tsd. €;FC Thun;Switzerland;German;Germanic;Würzb. Kickers;Germany;German;Germanic
1204;20/21;Diego Berchtold;ablösefrei;FC Thun;Switzerland;German;Germanic;FC Naters;Switzerland;German;Germanic
1205;20/21;Levin Wanner;ablösefrei;FC Thun;Switzerland;German;Germanic;FCI;Estonia;Estonian;Finnic
1207;20/21;Roy Gelmi;?;FC Thun;Switzerland;German;Germanic;VVV-Venlo;Netherlands;Dutch;Germanic
1208;20/21;Basil Stillhart;?;FC Thun;Switzerland;German;Germanic;FC St. Gallen;Switzerland;German;Germanic
1209;20/21;Leonardo Bertone;?;FC Thun;Switzerland;German;Germanic;Waasl.-Beveren;Belgium;French;Romance
1211;20/21;Dennis Hediger;-;FC Thun;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende
1212;20/21;Kevin Bigler;-;FC Thun;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende
1213;20/21;Justin Roth;-;FC Thun;Switzerland;German;Germanic;Thun U21;Switzerland;German;Germanic
1214;20/21;Stefan Glarner;-;FC Thun;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos
1215;20/21;Hassane Bandé;Leih-Ende;FC Thun;Switzerland;German;Germanic;Ajax Amsterdam;Netherlands;Dutch;Germanic
1216;19/20;Andreas Hirzel;176 Tsd. €;FC Vaduz;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1217;19/20;Leonardo Bertone;100 Tsd. €;FC Cincinnati;United States;English;Germanic;FC Thun;Switzerland;German;Germanic
1218;19/20;Nicolas Hasler;ablösefrei;Kansas City;United States;English;Germanic;FC Thun;Switzerland;German;Germanic
1219;19/20;Nias Hefti;ablösefrei;FC St. Gallen;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1220;19/20;Diego Berchtold;ablösefrei;Lausanne-Sport;Switzerland;French;Romance;FC Thun;Switzerland;German;Germanic
1222;19/20;Saleh Chihadeh;ablösefrei;SC Kriens;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1223;19/20;Simone Rapp;Leihe;Lausanne-Sport;Switzerland;French;Romance;FC Thun;Switzerland;German;Germanic
1224;19/20;Nikki Havenaar;?;FC Wil 1900;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1225;19/20;Magnus Breitenmoser;?;FC Schaffhausen;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1226;19/20;Hassane Bandé;Leihe;Ajax Amsterdam;Netherlands;Dutch;Germanic;FC Thun;Switzerland;German;Germanic
1227;19/20;Ridge Munsy;?;Grasshoppers;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1228;19/20;Justin Roth;-;Thun U21;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1229;19/20;Uros Vasic;-;Thun U21;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1230;19/20;Levin Wanner;-;Thun U21;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1231;19/20;Hiran Ahmed;-;Thun U21;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1232;19/20;Nuno da Silva;Leih-Ende;FC Winterthur;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1234;19/20;Dejan Sorgic;400 Tsd. €;FC Thun;Switzerland;German;Germanic;AJ Auxerre;France;French;Romance
1235;19/20;Moreno Costanzo;ablösefrei;FC Thun;Switzerland;German;Germanic;FC St. Gallen;Switzerland;German;Germanic
1236;19/20;Colin Trachsel;ablösefrei;FC Thun;Switzerland;German;Germanic;FC Köniz;Switzerland;German;Germanic
1237;19/20;Roy Gelmi;Leihe;FC Thun;Switzerland;German;Germanic;VVV-Venlo;Netherlands;Dutch;Germanic
1238;19/20;Timo Righetti;?;FC Thun;Switzerland;German;Germanic;FC Breitenrain;Switzerland;German;Germanic
1239;19/20;Dominik Schwizer;Leihe;FC Thun;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic
1240;19/20;Nuno da Silva;Leihe;FC Thun;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic
1241;19/20;Omer Dzonlagic;?;FC Thun;Switzerland;German;Germanic;SC Kriens;Switzerland;German;Germanic
1242;19/20;Francesco Ruberto;-;FC Thun;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos
1243;19/20;Nelson Ferreira;-;FC Thun;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende
1244;19/20;Nicolas Hunziker;-;FC Thun;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos
1245;18/19;Basil Stillhart;ablösefrei;FC Wil 1900;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1246;18/19;Kenan Fatkic;ablösefrei;FC Chiasso;Switzerland;Italian;Romance;FC Thun;Switzerland;German;Germanic
1248;18/19;Dennis Salanovic;?;Rapperswil-Jona;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1249;18/19;Timo Righetti;-;Thun U21;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1250;18/19;Nino Ziswiler;-;Thun U21;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1252;18/19;Colin Trachsel;Leihe;FC Thun;Switzerland;German;Germanic;FC Köniz;Switzerland;German;Germanic
1253;18/19;Ivan Markovic;ablösefrei;FC Thun;Switzerland;German;Germanic;FC Naters;Switzerland;German;Germanic
1254;18/19;Omer Dzonlagic;Leihe;FC Thun;Switzerland;German;Germanic;SC Kriens;Switzerland;German;Germanic
1255;18/19;Mickaël Facchinetti;?;FC Thun;Switzerland;German;Germanic;APOEL Nikosia;Cyprus;Greek;Hellenic
1256;18/19;Felix Hornung;?;FC Thun;Switzerland;German;Germanic;FC Breitenrain;Switzerland;German;Germanic
1258;17/18;Nuno da Silva;ablösefrei;FC Breitenrain;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1259;17/18;Chris Kablan;ablösefrei;SC Kriens;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1261;17/18;Moreno Costanzo;ablösefrei;FC Vaduz;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1262;17/18;Dominik Schwizer;?;Rapperswil-Jona;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1266;17/18;Robin Huser;Leihe;FC Basel U21;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1267;17/18;Elia Alessandrini;Leihe;BSC YB U21;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1268;17/18;Miguel Rodrigues;?;Servette FC;Switzerland;French;Romance;FC Thun;Switzerland;German;Germanic
1269;17/18;Roy Gelmi;?;FC St. Gallen;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1270;17/18;Silvano Schäppi;Leihe;FC Lugano;Switzerland;Italian;Romance;FC Thun;Switzerland;German;Germanic
1271;17/18;Colin Trachsel;Leih-Ende;Rapperswil-Jona;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1272;17/18;Simone Rapp;1,00 Mio. €;FC Thun;Switzerland;German;Germanic;Lausanne-Sport;Switzerland;French;Romance
1273;17/18;Lotem Zino;ablösefrei;FC Thun;Switzerland;German;Germanic;M. Petah Tikva;Israel;Hebrew;Semitic
1274;17/18;Enrico Schirinzi;ablösefrei;FC Thun;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic
1275;17/18;Nicolas Schindelholz;ablösefrei;FC Thun;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1276;17/18;Gianluca Frontino;ablösefrei;FC Thun;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic
1278;17/18;Colin Trachsel;Leihe;FC Thun;Switzerland;German;Germanic;Rapperswil-Jona;Switzerland;German;Germanic
1279;17/18;Joël Geissmann;?;FC Thun;Switzerland;German;Germanic;Lausanne-Sport;Switzerland;French;Romance
1280;17/18;Ivan Markovic;Leihe;FC Thun;Switzerland;German;Germanic;FC Naters;Switzerland;German;Germanic
1281;17/18;Norman Peyretti;?;FC Thun;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
1282;17/18;Thomas Reinmann;-;FC Thun;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende
1283;17/18;Silvano Schäppi;Leih-Ende;FC Thun;Switzerland;German;Germanic;FC Lugano;Switzerland;Italian;Romance
1284;16/17;Christian Fassnacht;200 Tsd. €;FC Winterthur;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1285;16/17;Marvin Spielmann;ablösefrei;FC Wil 1900;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1286;16/17;Joël Geissmann;ablösefrei;FC Wohlen;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1287;16/17;Matteo Tosetti;ablösefrei;FC Lugano;Switzerland;Italian;Romance;FC Thun;Switzerland;German;Germanic
1288;16/17;Dejan Sorgic;ablösefrei;SC Kriens;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1290;16/17;Carlinhos;Leihe;Monte Azul-SP;Brazil;Portuguese;Romance;FC Thun;Switzerland;German;Germanic
1291;16/17;Mickaël Facchinetti;?;Xamax;Switzerland;French;Romance;FC Thun;Switzerland;German;Germanic
1292;16/17;Gianluca Frontino;Leih-Ende;FC Schaffhausen;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1293;16/17;Nicola Sutter;Leih-Ende;FC Winterthur;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1294;16/17;Omer Dzonlagic;-;Thun U21;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1295;16/17;Ivan Markovic;-;Thun U21;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1296;16/17;Roman Buess;1,30 Mio. €;FC Thun;Switzerland;German;Germanic;FC St. Gallen;Switzerland;German;Germanic
1297;16/17;Ridge Munsy;750 Tsd. €;FC Thun;Switzerland;German;Germanic;Grasshoppers;Switzerland;German;Germanic
1298;16/17;Gonzalo Zárate;ablösefrei;FC Thun;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic
1299;16/17;Fulvio Sulmoni;ablösefrei;FC Thun;Switzerland;German;Germanic;FC Lugano;Switzerland;Italian;Romance
1300;16/17;Sandro Wieser;ablösefrei;FC Thun;Switzerland;German;Germanic;FC Reading;England;English;Germanic
1301;16/17;Gianluca Frontino;Leihe;FC Thun;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic
1302;16/17;Nicola Sutter;Leihe;FC Thun;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic
1303;16/17;Andreas Wittwer;?;FC Thun;Switzerland;German;Germanic;FC St. Gallen;Switzerland;German;Germanic
1304;16/17;Carlinhos;Leih-Ende;FC Thun;Switzerland;German;Germanic;Monte Azul-SP;Brazil;Portuguese;Romance
1305;16/17;Michael Siegfried;-;FC Thun;Switzerland;German;Germanic;pausiert;pausiert;pausiert;pausiert
1307;15/16;Norman Peyretti;ablösefrei;FC Biel-Bienne;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1308;15/16;Roman Buess;ablösefrei;FC Wohlen;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1309;15/16;Sandro Wieser;?;TSG Hoffenheim;Germany;German;Germanic;FC Thun;Switzerland;German;Germanic
1311;15/16;Simone Rapp;?;FC Wohlen;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1313;15/16;Sandro Lauper;-;Thun U21;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1314;15/16;Kevin Bigler;Leih-Ende;FC Biel-Bienne;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1315;15/16;Felix Hornung;-;Thun U21;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1316;15/16;Colin Trachsel;-;Thun U21;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1317;15/16;Gonzalo Zárate;-;Vereinslos;Vereinslos;Vereinslos;Vereinslos;FC Thun;Switzerland;German;Germanic
1318;15/16;Marco Mangold;ablösefrei;FC Thun;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic
1319;15/16;Christian Leite;ablösefrei;FC Thun;Switzerland;German;Germanic;Rapperswil-Jona;Switzerland;German;Germanic
1320;15/16;David Moser;ablösefrei;FC Thun;Switzerland;German;Germanic;FC Köniz;Switzerland;German;Germanic
1321;15/16;Kevin Bigler;Leihe;FC Thun;Switzerland;German;Germanic;FC Biel-Bienne;Switzerland;German;Germanic
1322;15/16;Berat Sadik;ablösefrei;FC Thun;Switzerland;German;Germanic;KS Samara;Russia;Russian;Slavic
1323;15/16;Elvedin Causi;ablösefrei;FC Thun;Switzerland;German;Germanic;SC YF Juventus;Switzerland;German;Germanic
1324;15/16;Lotem Zino;Leihe;FC Thun;Switzerland;German;Germanic;Hapoel Tel Aviv;Israel;Hebrew;Semitic
1325;15/16;Gianluca Frontino;Leihe;FC Thun;Switzerland;German;Germanic;FC Schaffhausen;Switzerland;German;Germanic
1326;15/16;Adrien Rawyler;?;FC Thun;Switzerland;German;Germanic;NY Cosmos;USA;English;Germanic
1327;15/16;Gaëtan Karlen;?;FC Thun;Switzerland;German;Germanic;FC Biel-Bienne;Switzerland;German;Germanic
1328;15/16;Lukas Schenkel;-;FC Thun;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos
1329;14/15;Lotem Zino;250 Tsd. €;H. Beer Sheva;Israel;Hebrew;Semitic;FC Thun;Switzerland;German;Germanic
1331;14/15;Ridge Munsy;ablösefrei;SC Kriens;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1333;14/15;Elvedin Causi;ablösefrei;FC Zürich U21;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1334;14/15;Christian Leite;ablösefrei;FC Winterthur;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1335;14/15;Andrija Kaludjerovic;ablösefrei;BJ Guoan;China;Chinese;Sinitic;FC Thun;Switzerland;German;Germanic
1336;14/15;Marco Rojas;Leihe;VfB Stuttgart;Germany;German;Germanic;FC Thun;Switzerland;German;Germanic
1337;14/15;Marco Mangold;?;FC Schaffhausen;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1338;14/15;Gianluca Frontino;?;FC Schaffhausen;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1340;14/15;Nicola Sutter;-;Thun U21;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1341;14/15;Adrien Rawyler;-;Thun U21;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1345;14/15;David Frey;ablösefrei;FC Thun;Switzerland;German;Germanic;FC Münsingen;Switzerland;German;Germanic
1346;14/15;Roland Bättig;ablösefrei;FC Thun;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende
1347;14/15;Andrija Kaludjerovic;ablösefrei;FC Thun;Switzerland;German;Germanic;Brisbane Roar;Australia;English;Germanic
1348;14/15;Marco Schneuwly;ablösefrei;FC Thun;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1349;14/15;Cássio;ablösefrei;FC Thun;Switzerland;German;Germanic;Platanias;Greece;Greek;Hellenic
1350;14/15;Milos Krstic;ablösefrei;FC Thun;Switzerland;German;Germanic;Nea Salamis;Cyprus;Greek;Hellenic
1351;14/15;David Moser;Leihe;FC Thun;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic
1352;14/15;Benjamin Lüthi;-;FC Thun;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos
1353;13/14;Fulvio Sulmoni;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Thun;Switzerland;German;Germanic
1354;13/14;Adrian Nikci;Leihe;Hannover 96;Germany;German;Germanic;FC Thun;Switzerland;German;Germanic
1355;13/14;Luca Zuffi;?;FC Winterthur;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1357;13/14;Fulvio Sulmoni;Leihe;AC Bellinzona;Switzerland;Italian;Romance;FC Thun;Switzerland;German;Germanic
1358;13/14;Lukas Schenkel;?;AC Bellinzona;Switzerland;Italian;Romance;FC Thun;Switzerland;German;Germanic
1360;13/14;Francesco Ruberto;-;Thun U21;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1362;13/14;Milos Krstic;Leihe;FC Thun;Switzerland;German;Germanic;Radnicki Nis;Serbia;Serbian;Slavic
1363;13/14;Remo Burri;ablösefrei;FC Thun;Switzerland;German;Germanic;FC Breitenrain;Switzerland;German;Germanic
1364;13/14;Stipe Matic;ablösefrei;FC Thun;Switzerland;German;Germanic;FC Naters;Switzerland;German;Germanic
1365;13/14;Muhamed Demiri;ablösefrei;FC Thun;Switzerland;German;Germanic;FC St. Gallen;Switzerland;German;Germanic
1366;13/14;Saïf Ghezal;ablösefrei;FC Thun;Switzerland;German;Germanic;ES Sahel;Tunisia;French;Romance
1367;13/14;Mathieu Salamand;?;FC Thun;Switzerland;German;Germanic;FC Biel-Bienne;Switzerland;German;Germanic
1368;13/14;Jérémy Manière;?;FC Thun;Switzerland;German;Germanic;FC Biel-Bienne;Switzerland;German;Germanic
1369;13/14;Mirson Volina;-;FC Thun;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos
1370;13/14;Fulvio Sulmoni;Leih-Ende;FC Thun;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance
1372;Dez 13;Anatole Ngamukol;80 Tsd. €;FC Wil 1900;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1373;Dez 13;Berat Sadik;ablösefrei;HJK Helsinki;Finland;Finnish;Finnic;FC Thun;Switzerland;German;Germanic
1374;Dez 13;Guillaume Faivre;ablösefrei;Xamax;Switzerland;French;Romance;FC Thun;Switzerland;German;Germanic
1375;Dez 13;Cássio;ablösefrei;Travnik;Bosnia-Herzegovina;Bosnian;Slavic;FC Thun;Switzerland;German;Germanic
1376;Dez 13;Milos Krstic;ablösefrei;Jagodina;Serbia;Serbian;Slavic;FC Thun;Switzerland;German;Germanic
1377;Dez 13;Luca Zuffi;Leihe;FC Winterthur;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1378;Dez 13;Nelson Ferreira;?;FC Luzern;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1379;Dez 13;Renato Steffen;?;FC Solothurn;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1380;Dez 13;David Frey;-;Thun U21;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1381;Dez 13;Michael Siegfried;Leih-Ende;FC Biel-Bienne;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1382;Dez 13;Steven Rüegg;-;Thun U21;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1383;Dez 13;Mathieu Salamand;-;Thun U21;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1384;Dez 13;Remo Burri;-;Thun U21;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1385;Dez 13;Mirson Volina;Leih-Ende;FC Biel-Bienne;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1386;Dez 13;Remo Burri;Leih-Ende;FC Münsingen;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1387;Dez 13;Anatole Ngamukol;800 Tsd. €;FC Thun;Switzerland;German;Germanic;Grasshoppers;Switzerland;German;Germanic
1389;Dez 13;Dragan Djukic;ablösefrei;FC Thun;Switzerland;German;Germanic;SC YF Juventus;Switzerland;German;Germanic
1390;Dez 13;Jérémy Manière;Leihe;FC Thun;Switzerland;German;Germanic;FC Biel-Bienne;Switzerland;German;Germanic
1391;Dez 13;Remo Burri;Leihe;FC Thun;Switzerland;German;Germanic;FC Münsingen;Switzerland;German;Germanic
1392;Dez 13;Steven Rüegg;?;FC Thun;Switzerland;German;Germanic;FC Dürrenast;Switzerland;German;Germanic
1393;Dez 13;Michael Siegfried;Leihe;FC Thun;Switzerland;German;Germanic;FC Biel-Bienne;Switzerland;German;Germanic
1394;Dez 13;Mirson Volina;Leihe;FC Thun;Switzerland;German;Germanic;FC Biel-Bienne;Switzerland;German;Germanic
1395;Dez 13;Fabiano;-;FC Thun;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos
1396;Dez 13;Milaim Rama;-;FC Thun;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende
1397;Dez 13;Marc Schneider;-;FC Thun;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende
1398;11. Dez;Fabiano;ablösefrei;Villa Nova AC;Brazil;Portuguese;Romance;FC Thun;Switzerland;German;Germanic
1399;11. Dez;Mauro Lustrinelli;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Thun;Switzerland;German;Germanic
1400;11. Dez;Saïf Ghezal;ablösefrei;ES Sahel;Tunisia;French;Romance;FC Thun;Switzerland;German;Germanic
1403;11. Dez;Jérémy Manière;?;Yverdon-Sport;Switzerland;French;Romance;FC Thun;Switzerland;German;Germanic
1404;11. Dez;Ifet Taljevic;-;Vereinslos;Vereinslos;Vereinslos;Vereinslos;FC Thun;Switzerland;German;Germanic
1405;11. Dez;Kevin Bigler;-;Thun U21;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic
1406;11. Dez;Dudu;Leih-Ende;Yangon Utd.;Myanmar;Portuguese;Romance;FC Thun;Switzerland;German;Germanic
1407;11. Dez;Darío Lezcano;850 Tsd. €;FC Thun;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1408;11. Dez;Timm Klose;400 Tsd. €;FC Thun;Switzerland;German;Germanic;1.FC Nürnberg;Germany;German;Germanic
1410;11. Dez;Sékou Sanogo;Leihe;FC Thun;Switzerland;German;Germanic;Lausanne-Sport;Switzerland;French;Romance
1411;11. Dez;Dudu;ablösefrei;FC Thun;Switzerland;German;Germanic;São Carlos;Brazil;Portuguese;Romance
1413;11. Dez;Markus Neumayr;ablösefrei;FC Thun;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance
1414;11. Dez;Nick Proschwitz;?;FC Thun;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1415;11. Dez;Ifet Taljevic;-;FC Thun;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos
1416;11. Dez;Mauro Lustrinelli;-;FC Thun;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende
1418;11. Dez;Ervin Gashi;-;FC Thun;Switzerland;German;Germanic;Thun U21;Switzerland;German;Germanic
1419;20/21;Samuel Alabi;940 Tsd. €;FC Ashdod;Israel;Hebrew;Semitic;FC Luzern;Switzerland;German;Germanic
1420;20/21;Yvan Alounga;500 Tsd. €;FC Aarau;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
