Column1;Season;Name;Transfer Sum;From;FromCountry;FromLanguage;FromLanguageFamily;To;ToCountry;ToLanguage;ToLanguageFamily
3592;16/17;Mats Hammerich;Leihe;FC Aarau;Switzerland;German;Germanic;SC Cham;Switzerland;German;Germanic
3594;16/17;Nuno da Silva;Leih-Ende;FC Aarau;Switzerland;German;Germanic;FC Breitenrain;Switzerland;German;Germanic
3595;16/17;Sven Lüscher;-;FC Aarau;Switzerland;German;Germanic;pausiert;pausiert;pausiert;pausiert
3596;16/17;Bruno Martignoni;-;FC Aarau;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos
3598;15/16;Stéphane Besle;ablösefrei;RC Lens;France;French;Romance;FC Aarau;Switzerland;German;Germanic
3599;15/16;Ilija Kovacic;ablösefrei;FC Chiasso;Switzerland;Italian;Romance;FC Aarau;Switzerland;German;Germanic
3600;15/16;Henry Acosta;ablösefrei;FC Wettswil;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3601;15/16;Fabian Stoller;ablösefrei;Ethnikos;Greece;Greek;Hellenic;FC Aarau;Switzerland;German;Germanic
3603;15/16;Denis Markaj;ablösefrei;FC Lugano;Switzerland;Italian;Romance;FC Aarau;Switzerland;German;Germanic
3604;15/16;Mart Lieder;ablösefrei;FC Dordrecht;Netherlands;Dutch;Germanic;FC Aarau;Switzerland;German;Germanic
3605;15/16;Zoran Josipovic;Leihe;Juventus Turin;Italy;Italian;Romance;FC Aarau;Switzerland;German;Germanic
3606;15/16;Patrick Rossini;Leihe;FC Lugano;Switzerland;Italian;Romance;FC Aarau;Switzerland;German;Germanic
3607;15/16;Francesco Russo;Leihe;FC Lugano;Switzerland;Italian;Romance;FC Aarau;Switzerland;German;Germanic
3609;15/16;Carlinhos;Leihe;Monte Azul-SP;Brazil;Portuguese;Romance;FC Aarau;Switzerland;German;Germanic
3610;15/16;Mats Hammerich;-;Aargau U18;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3611;15/16;Miguel Peralta;Leih-Ende;Aargau U21;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3612;15/16;Denis Markaj;Leih-Ende;FC Lugano;Switzerland;Italian;Romance;FC Aarau;Switzerland;German;Germanic
3613;15/16;Marvin Spielmann;750 Tsd. €;FC Aarau;Switzerland;German;Germanic;FC Wil 1900;Switzerland;German;Germanic
3614;15/16;Joël Mall;150 Tsd. €;FC Aarau;Switzerland;German;Germanic;Grasshoppers;Switzerland;German;Germanic
3615;15/16;Henry Acosta;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Köniz;Switzerland;German;Germanic
3616;15/16;Stephan Andrist;ablösefrei;FC Aarau;Switzerland;German;Germanic;Hansa Rostock;Germany;German;Germanic
3617;15/16;Sandro Foschini;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic
3619;15/16;Richárd Magyar;ablösefrei;FC Aarau;Switzerland;German;Germanic;Hammarby;Sweden;Swedish;Germanic
3621;15/16;Frank Feltscher;ablösefrei;FC Aarau;Switzerland;German;Germanic;AEL Limassol;Cyprus;Greek;Hellenic
3622;15/16;Daniel Gygax;ablösefrei;FC Aarau;Switzerland;German;Germanic;Le Mont LS;France;French;Romance
3623;15/16;Petar Sliskovic;ablösefrei;FC Aarau;Switzerland;German;Germanic;Stuttg. Kickers;Germany;German;Germanic
3624;15/16;Fabian Stoller;Leihe;FC Aarau;Switzerland;German;Germanic;FC Biel-Bienne;Switzerland;German;Germanic
3625;15/16;Denis Markaj;Leihe;FC Aarau;Switzerland;German;Germanic;Le Mont LS;France;French;Romance
3626;15/16;Ulisse Pelloni;Leihe;FC Aarau;Switzerland;German;Germanic;FC Chiasso;Switzerland;Italian;Romance
3627;15/16;Denis Markaj;Leihe;FC Aarau;Switzerland;German;Germanic;FC Lugano;Switzerland;Italian;Romance
3628;15/16;Ognjen Mudrinski;-;FC Aarau;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos
3629;15/16;Miguel Peralta;Leihe;FC Aarau;Switzerland;German;Germanic;Aargau U21;Switzerland;German;Germanic
3630;15/16;Christopher Teichmann;-;FC Aarau;Switzerland;German;Germanic;pausiert;pausiert;pausiert;pausiert
3631;14/15;Richárd Magyar;ablösefrei;Halmstad;Sweden;Swedish;Germanic;FC Aarau;Switzerland;German;Germanic
3632;14/15;Petar Sliskovic;ablösefrei;1.FSV Mainz 05;Germany;German;Germanic;FC Aarau;Switzerland;German;Germanic
3634;14/15;Ulisse Pelloni;ablösefrei;FC Locarno;Switzerland;Italian;Romance;FC Aarau;Switzerland;German;Germanic
3635;14/15;Joy-Slayd Mickels;ablösefrei;M'gladbach II;Germany;German;Germanic;FC Aarau;Switzerland;German;Germanic
3636;14/15;Marco Thaler;ablösefrei;FC Baden;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3637;14/15;Miguel Peralta;ablösefrei;FC Baden;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3638;14/15;Ognjen Mudrinski;ablösefrei;Greuther Fürth;Germany;German;Germanic;FC Aarau;Switzerland;German;Germanic
3640;14/15;Kim Jaggy;?;FC Wil 1900;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3641;14/15;Sandro Wieser;Leihe;TSG Hoffenheim;Germany;German;Germanic;FC Aarau;Switzerland;German;Germanic
3642;14/15;Frank Feltscher;?;Grasshoppers;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3643;14/15;Edgars Gauracs;Leihe;Spartaks;Russia;Russian;Slavic;FC Aarau;Switzerland;German;Germanic
3644;14/15;Dusan Djuric;?;FC Valenciennes;France;French;Romance;FC Aarau;Switzerland;German;Germanic
3645;14/15;Frano Mlinar;Leihe;Udinese Calcio;Italy;Italian;Romance;FC Aarau;Switzerland;German;Germanic
3646;14/15;Marvin Spielmann;-;Aargau U18;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3647;14/15;Nauris Bulvitis;ablösefrei;FC Aarau;Switzerland;German;Germanic;Spartaks;Russia;Russian;Slavic
3648;14/15;Artur Ionita;ablösefrei;FC Aarau;Switzerland;German;Germanic;Hellas Verona;Italy;Italian;Romance
3649;14/15;Linus Hallenius;ablösefrei;FC Aarau;Switzerland;German;Germanic;Hammarby;Sweden;Swedish;Germanic
3650;14/15;Jiri Koubsky;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Köniz;Switzerland;German;Germanic
3651;14/15;Marvin Spielmann;Leihe;FC Aarau;Switzerland;German;Germanic;FC Baden;Switzerland;German;Germanic
3652;14/15;Alain Schultz;?;FC Aarau;Switzerland;German;Germanic;FC Wohlen;Switzerland;German;Germanic
3653;14/15;Daniele Romano;Leihe;FC Aarau;Switzerland;German;Germanic;Lausanne-Sport;Switzerland;French;Romance
3654;14/15;Sandro Foschini;Leihe;FC Aarau;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic
3655;14/15;Christopher Teichmann;Leihe;FC Aarau;Switzerland;German;Germanic;BSC Old Boys;Switzerland;German;Germanic
3656;14/15;Miguel Peralta;Leihe;FC Aarau;Switzerland;German;Germanic;FC Baden;Switzerland;German;Germanic
3657;14/15;Florian Berisha;Leihe;FC Aarau;Switzerland;German;Germanic;Le Mont LS;France;French;Romance
3658;14/15;Goran Antic;?;FC Aarau;Switzerland;German;Germanic;FC Baden;Switzerland;German;Germanic
3659;14/15;Andreas Hirzel;?;FC Aarau;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic
3661;14/15;Swen König;-;FC Aarau;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende
3662;14/15;Dusan Djuric;-;FC Aarau;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos
3663;14/15;Joy-Slayd Mickels;-;FC Aarau;Switzerland;German;Germanic;Aargau U21;Switzerland;German;Germanic
3664;13/14;Lars Unnerstall;-;FC Schalke 04;Germany;German;Germanic;FC Aarau;Switzerland;German;Germanic
3665;13/14;Bruno Martignoni;200 Tsd. €;FC Locarno;Switzerland;Italian;Romance;FC Aarau;Switzerland;German;Germanic
3666;13/14;Linus Hallenius;50 Tsd. €;Genua CFC;Italy;Italian;Romance;FC Aarau;Switzerland;German;Germanic
3667;13/14;Mergim Brahimi;Leihe;Grasshoppers;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3672;13/14;Otele Mouangue;Leihe;FC Wil 1900;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3673;13/14;Nauris Bulvitis;?;Skonto;Latvia;Latvian;Baltic;FC Aarau;Switzerland;German;Germanic
3674;13/14;Kim Jaggy;Leihe;FC Wil 1900;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3675;13/14;Luca Radice;?;FC Winterthur;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3676;13/14;Christopher Teichmann;-;Aargau U18;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3678;13/14;Predrag Pribanovic;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Baden;Switzerland;German;Germanic
3679;13/14;Goran Antic;Leihe;FC Aarau;Switzerland;German;Germanic;FC Baden;Switzerland;German;Germanic
3680;13/14;Daniele Romano;Leihe;FC Aarau;Switzerland;German;Germanic;FC Wohlen;Switzerland;German;Germanic
3681;13/14;Andreas Hirzel;Leihe;FC Aarau;Switzerland;German;Germanic;FC Baden;Switzerland;German;Germanic
3682;13/14;Florian Berisha;Leihe;FC Aarau;Switzerland;German;Germanic;FC Chiasso;Switzerland;Italian;Romance
3683;13/14;Jiri Koubsky;Leihe;FC Aarau;Switzerland;German;Germanic;FC Wil 1900;Switzerland;German;Germanic
3685;13/14;Mergim Brahimi;Leih-Ende;FC Aarau;Switzerland;German;Germanic;Grasshoppers;Switzerland;German;Germanic
3686;13/14;Remo Staubli;-;FC Aarau;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende
3687;13/14;Otele Mouangue;-;FC Aarau;Switzerland;German;Germanic;Aargau U21;Switzerland;German;Germanic
3689;Dez 13;Daniele Romano;50 Tsd. €;FC Wohlen;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3690;Dez 13;Dante Senger;ablösefrei;FC Lugano;Switzerland;Italian;Romance;FC Aarau;Switzerland;German;Germanic
3691;Dez 13;Sandro Foschini;ablösefrei;SC Kriens;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3692;Dez 13;Davide Callà;ablösefrei;Grasshoppers;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3693;Dez 13;Sehar Fejzulahi;ablösefrei;Grasshoppers;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3694;Dez 13;Labinot Sheholli;ablösefrei;FC Biel-Bienne;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3695;Dez 13;Silvan Widmer;Leihe;FC Granada;Spain;Spanish;Romance;FC Aarau;Switzerland;German;Germanic
3696;Dez 13;Jiri Koubsky;ablösefrei;Spartak Trnava;Slovakia;Slovak;Slavic;FC Aarau;Switzerland;German;Germanic
3697;Dez 13;Goran Antic;ablösefrei;FC Winterthur;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3698;Dez 13;Roman Buess;Leihe;FC Basel U21;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3699;Dez 13;Florian Berisha;?;FC Sion U21;Switzerland;French;Romance;FC Aarau;Switzerland;German;Germanic
3700;Dez 13;Sven Lüscher;?;FC Winterthur;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3701;Dez 13;Predrag Pribanovic;-;Aargau U21;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3702;Dez 13;Andreas Hirzel;-;Aargau U21;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3703;Dez 13;Silvan Widmer;750 Tsd. €;FC Aarau;Switzerland;German;Germanic;FC Granada;Spain;Spanish;Romance
3704;Dez 13;Labinot Sheholli;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Köniz;Switzerland;German;Germanic
3705;Dez 13;Shkëlzen Gashi;ablösefrei;FC Aarau;Switzerland;German;Germanic;Grasshoppers;Switzerland;German;Germanic
3706;Dez 13;Moustapha Dabo;ablösefrei;FC Aarau;Switzerland;German;Germanic;Spartaks;Russia;Russian;Slavic
3707;Dez 13;Aco Stojkov;ablösefrei;FC Aarau;Switzerland;German;Germanic;Zob Ahan;Iran;Persian Farsi;Indo-Iranian
3708;Dez 13;Skender Zeqiri;ablösefrei;FC Aarau;Switzerland;German;Germanic;SC YF Juventus;Switzerland;German;Germanic
3709;Dez 13;Andreas Hirzel;Leihe;FC Aarau;Switzerland;German;Germanic;Grasshoppers;Switzerland;German;Germanic
3710;Dez 13;Yves Scherrer;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Baden;Switzerland;German;Germanic
3711;Dez 13;Philipp Bachmann;Leihe;FC Aarau;Switzerland;German;Germanic;FC Baden;Switzerland;German;Germanic
3712;Dez 13;Sascha Studer;?;FC Aarau;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic
3713;Dez 13;Dejan Jakovljevic;?;FC Aarau;Switzerland;German;Germanic;SC Cham;Switzerland;German;Germanic
3715;Dez 13;Reto Bolli;-;FC Aarau;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende
3716;Dez 13;Sehar Fejzulahi;-;FC Aarau;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos
3717;11. Dez;Igor Nganga;50 Tsd. €;FC Schaffhausen;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3718;11. Dez;Moustapha Dabo;ablösefrei;Yverdon-Sport;Switzerland;French;Romance;FC Aarau;Switzerland;German;Germanic
3719;11. Dez;Shkëlzen Gashi;ablösefrei;Xamax;Switzerland;French;Romance;FC Aarau;Switzerland;German;Germanic
3720;11. Dez;Alain Schultz;ablösefrei;FC Wohlen;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3726;11. Dez;Silvan Widmer;-;Aargau U18;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3727;11. Dez;Olivier Jäckle;-;Aargau U21;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3728;11. Dez;Juan Pablo Garat;-;Vereinslos;Vereinslos;Vereinslos;Vereinslos;FC Aarau;Switzerland;German;Germanic
3729;11. Dez;Yves Scherrer;-;Aargau U21;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3730;11. Dez;Philipp Bachmann;Leih-Ende;FC Schötz;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3731;11. Dez;Samuel Huber;Leih-Ende;FC Wangen b. O.;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3732;11. Dez;Yves Scherrer;Leihe;FC Aarau;Switzerland;German;Germanic;FC Baden;Switzerland;German;Germanic
3733;11. Dez;Samuel Huber;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Muri;Switzerland;German;Germanic
3734;11. Dez;Michael Ludäscher;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Baden;Switzerland;German;Germanic
3735;11. Dez;Tobias Müller;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Muri;Switzerland;German;Germanic
3737;11. Dez;Altay Kahraman;ablösefrei;FC Aarau;Switzerland;German;Germanic;SC Cham;Switzerland;German;Germanic
3738;11. Dez;Emir Sinanovic;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Wangen b. O.;Switzerland;German;Germanic
3739;11. Dez;Zelimir Skopljak;ablösefrei;FC Aarau;Switzerland;German;Germanic;SC Zofingen;Switzerland;German;Germanic
3740;11. Dez;Skender Zeqiri;Leihe;FC Aarau;Switzerland;German;Germanic;FC Schötz;Switzerland;German;Germanic
3741;11. Dez;Philipp Bachmann;Leihe;FC Aarau;Switzerland;German;Germanic;FC Wil 1900;Switzerland;German;Germanic
3742;11. Dez;Sascha Studer;Leihe;FC Aarau;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic
3743;11. Dez;Philipp Bachmann;Leihe;FC Aarau;Switzerland;German;Germanic;FC Schötz;Switzerland;German;Germanic
3744;11. Dez;Shkëlzen Gashi;Leih-Ende;FC Aarau;Switzerland;German;Germanic;Xamax;Switzerland;French;Romance
3745;11. Dez;Michele Polverino;-;FC Aarau;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos
3746;11. Dez;Giuseppe Rapisarda;-;FC Aarau;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos
3747;11. Dez;Aleksandar Mitreski;-;FC Aarau;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende
3748;11. Dez;András Vági;-;FC Aarau;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos
3749;11. Dez;Patrick Bengondo;-;FC Aarau;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos
3750;20/21;Fuad Rahimi;ablösefrei;FC Wil 1900;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic
3751;20/21;Nico Hug;ablösefrei;SC Freiburg II;Germany;German;Germanic;FC Vaduz;Switzerland;German;Germanic
3752;20/21;Matteo Di Giusto;?;FC Zürich U21;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic
3753;20/21;Sebastian Santin;?;WSG Tirol;Austria;German;Germanic;FC Vaduz;Switzerland;German;Germanic
3756;20/21;Besart Bajrami;Leih-Ende;FC Balzers;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic
3757;20/21;Yago Gomes do Nascimento;-;Vaduz II;Lichtenstein;German;Germanic;FC Vaduz;Switzerland;German;Germanic
3758;20/21;Besart Bajrami;-;Vaduz II;Lichtenstein;German;Germanic;FC Vaduz;Switzerland;German;Germanic
3759;20/21;Dejan Djokic;-;Vaduz II;Lichtenstein;German;Germanic;FC Vaduz;Switzerland;German;Germanic
3760;20/21;Aron Sele;ablösefrei;FC Vaduz;Switzerland;German;Germanic;Chur 97;Switzerland;German;Germanic
3761;20/21;Jens Hofer;ablösefrei;FC Vaduz;Switzerland;German;Germanic;FC Biel-Bienne;Switzerland;German;Germanic
3762;20/21;Manuel Mikus;ablösefrei;FC Vaduz;Switzerland;German;Germanic;FC Balzers;Switzerland;German;Germanic
3764;20/21;Berkay Sülüngöz;ablösefrei;FC Vaduz;Switzerland;German;Germanic;Altay SK;Turkey;Turkish;Turkic
3765;20/21;Besart Bajrami;Leihe;FC Vaduz;Switzerland;German;Germanic;FC Balzers;Switzerland;German;Germanic
3768;19/20;Jens Hofer;ablösefrei;FC Münsingen;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic
3769;19/20;Nicolae Milinceanu;ablösefrei;FC Chiasso;Switzerland;Italian;Romance;FC Vaduz;Switzerland;German;Germanic
3770;19/20;Gion Chande;ablösefrei;FC Wil 1900;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic
3773;19/20;Pius Dorn;ablösefrei;A. Lustenau;Austria;German;Germanic;FC Vaduz;Switzerland;German;Germanic
3774;19/20;Denis Simani;ablösefrei;Rapperswil-Jona;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic
3776;19/20;Fuad Rahimi;Leihe;FC Wil 1900;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic
3777;19/20;Gianni Antoniazzi;?;FC Zürich U21;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic
3778;19/20;Ferhat Saglam;Leih-Ende;FC Balzers;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic
3780;19/20;Maurice Brunner;ablösefrei;FC Vaduz;Switzerland;German;Germanic;Rapperswil-Jona;Switzerland;German;Germanic
3781;19/20;Mario Bühler;ablösefrei;FC Vaduz;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic
3782;19/20;Nils von Niederhäusern;ablösefrei;FC Vaduz;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic
3783;19/20;Armando Majer;ablösefrei;FC Vaduz;Switzerland;German;Germanic;Eschen-Mauren;Switzerland;German;Germanic
3784;19/20;Igor Tadic;ablösefrei;FC Vaduz;Switzerland;German;Germanic;SC Kriens;Switzerland;German;Germanic
3785;19/20;Tomislav Puljic;ablösefrei;FC Vaduz;Switzerland;German;Germanic;FC Emmenbrücke;Switzerland;German;Germanic
3786;19/20;Christopher Drazan;ablösefrei;FC Vaduz;Switzerland;German;Germanic;FC Dornbirn;Austria;German;Germanic
3787;19/20;Philipp Muntwiler;?;FC Vaduz;Switzerland;German;Germanic;FC Wil 1900;Switzerland;German;Germanic
3788;19/20;Jodel Dossou;?;FC Vaduz;Switzerland;German;Germanic;TSV Hartberg;Austria;German;Germanic
3789;19/20;Ferhat Saglam;Leihe;FC Vaduz;Switzerland;German;Germanic;FC Balzers;Switzerland;German;Germanic
3790;19/20;Manuel Mikus;Leihe;FC Vaduz;Switzerland;German;Germanic;FC Balzers;Switzerland;German;Germanic
3791;18/19;Manuel Sutter;ablösefrei;FC Winterthur;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic
3792;18/19;Sandro Wieser;ablösefrei;FC Reading;England;English;Germanic;FC Vaduz;Switzerland;German;Germanic
3793;18/19;Berkay Sülüngöz;ablösefrei;Rapperswil-Jona;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic
3794;18/19;Christopher Drazan;ablösefrei;A. Lustenau;Austria;German;Germanic;FC Vaduz;Switzerland;German;Germanic
3795;18/19;Igor Tadic;ablösefrei;FC Wohlen;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic
3796;18/19;Jodel Dossou;ablösefrei;A. Lustenau;Austria;German;Germanic;FC Vaduz;Switzerland;German;Germanic
3797;18/19;Aron Sele;ablösefrei;FC Balzers;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic
3798;18/19;Benjamin Büchel;ablösefrei;FC Thalwil;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic
3799;18/19;Andreas Hirzel;ablösefrei;Hamburger SV;Germany;German;Germanic;FC Vaduz;Switzerland;German;Germanic
3800;18/19;Boris Prokopic;ablösefrei;SCR Altach;Austria;German;Germanic;FC Vaduz;Switzerland;German;Germanic
3801;18/19;Sadik Vitija;Leihe;GC Zürich U21;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic
3802;18/19;Gabriel Lüchinger;?;SV Ried;Austria;German;Germanic;FC Vaduz;Switzerland;German;Germanic
3804;18/19;Gianni Antoniazzi;Leihe;FC Zürich U21;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic
3805;18/19;Manuel Mikus;-;Vaduz II;Lichtenstein;German;Germanic;FC Vaduz;Switzerland;German;Germanic
3806;18/19;Cédric Chevalley;-;Vaduz II;Lichtenstein;German;Germanic;FC Vaduz;Switzerland;German;Germanic
