Country_to;Capital_to;Latitude_to;Longitude_to;Season;Name;Transfer Sum;From;FromCountry;FromLanguage;FromLanguageFamily;To;ToCountry;ToLanguage;ToLanguageFamily;Country_from;Capital_from;Latitude_from;Longitude_from
Switzerland;Bern;46.947974;7.447447;Abgänge 19/20;Nils von Niederhäusern;ablösefrei;FC Vaduz;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 19/20;Armando Majer;ablösefrei;FC Vaduz;Switzerland;German;Germanic;Eschen-Mauren;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 19/20;Igor Tadic;ablösefrei;FC Vaduz;Switzerland;German;Germanic;SC Kriens;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 19/20;Tomislav Puljic;ablösefrei;FC Vaduz;Switzerland;German;Germanic;FC Emmenbrücke;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Austria;Vienna;48.208174;16.373819;Abgänge 19/20;Christopher Drazan;ablösefrei;FC Vaduz;Switzerland;German;Germanic;FC Dornbirn;Austria;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 19/20;Philipp Muntwiler;?;FC Vaduz;Switzerland;German;Germanic;FC Wil 1900;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Austria;Vienna;48.208174;16.373819;Abgänge 19/20;Jodel Dossou;?;FC Vaduz;Switzerland;German;Germanic;TSV Hartberg;Austria;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 19/20;Ferhat Saglam;Leihe;FC Vaduz;Switzerland;German;Germanic;FC Balzers;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 19/20;Manuel Mikus;Leihe;FC Vaduz;Switzerland;German;Germanic;FC Balzers;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 18/19;Manuel Sutter;ablösefrei;FC Winterthur;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 18/19;Sandro Wieser;ablösefrei;FC Reading;England;English;Germanic;FC Vaduz;Switzerland;German;Germanic;;;;
Switzerland;Bern;46.947974;7.447447;Zugänge 18/19;Berkay Sülüngöz;ablösefrei;Rapperswil-Jona;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 18/19;Christopher Drazan;ablösefrei;A. Lustenau;Austria;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Austria;Vienna;48.208174;16.373819
Switzerland;Bern;46.947974;7.447447;Zugänge 18/19;Igor Tadic;ablösefrei;FC Wohlen;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 18/19;Jodel Dossou;ablösefrei;A. Lustenau;Austria;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Austria;Vienna;48.208174;16.373819
Switzerland;Bern;46.947974;7.447447;Zugänge 18/19;Aron Sele;ablösefrei;FC Balzers;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 18/19;Benjamin Büchel;ablösefrei;FC Thalwil;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 18/19;Andreas Hirzel;ablösefrei;Hamburger SV;Germany;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Germany;Berlin;52.520007;13.404954
Switzerland;Bern;46.947974;7.447447;Zugänge 18/19;Boris Prokopic;ablösefrei;SCR Altach;Austria;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Austria;Vienna;48.208174;16.373819
Switzerland;Bern;46.947974;7.447447;Zugänge 18/19;Sadik Vitija;Leihe;GC Zürich U21;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 18/19;Gabriel Lüchinger;?;SV Ried;Austria;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Austria;Vienna;48.208174;16.373819
Switzerland;Bern;46.947974;7.447447;Zugänge 18/19;Noah Blasucci;?;FC St. Gallen;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 18/19;Gianni Antoniazzi;Leihe;FC Zürich U21;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 18/19;Manuel Mikus;-;Vaduz II;Liechtenstein;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Liechtenstein;Vaduz;47.14103;9.520928
Switzerland;Bern;46.947974;7.447447;Zugänge 18/19;Cédric Chevalley;-;Vaduz II;Liechtenstein;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Liechtenstein;Vaduz;47.14103;9.520928
Switzerland;Bern;46.947974;7.447447;Zugänge 18/19;Noah Frick;-;FC Vaduz U18;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 18/19;Ferhat Saglam;-;FC Vaduz U18;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 18/19;Marvin Pfründer;ablösefrei;FC Vaduz;Switzerland;German;Germanic;FC Köniz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Azerbaijan;Baku;40.409262;49.867092;Abgänge 18/19;Marko Devic;ablösefrei;FC Vaduz;Switzerland;German;Germanic;Sabah FK;Azerbaijan;Azerbaijani;Turkic;Switzerland;Bern;46.947974;7.447447
Netherlands;Amsterdam;52.370216;4.895168;Abgänge 18/19;Axel Borgmann;ablösefrei;FC Vaduz;Switzerland;German;Germanic;VVV-Venlo;Netherlands;Dutch;Germanic;Switzerland;Bern;46.947974;7.447447
Germany;Berlin;52.520007;13.404954;Abgänge 18/19;Nicolas Jüllich;ablösefrei;FC Vaduz;Switzerland;German;Germanic;Sonnenhof-Gr.;Germany;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 18/19;Robin Kamber;ablösefrei;FC Vaduz;Switzerland;German;Germanic;Grasshoppers;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
England;London;51.507351;-0.127758;Abgänge 18/19;Benjamin Siegrist;ablösefrei;FC Vaduz;Switzerland;German;Germanic;Dundee United;England;English;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 18/19;Enrico Schirinzi;ablösefrei;FC Vaduz;Switzerland;German;Germanic;FC Breitenrain;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 18/19;Noah Blasucci;ablösefrei;FC Vaduz;Switzerland;German;Germanic;FC Sion;Switzerland;French;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 18/19;Diego Ciccone;ablösefrei;FC Vaduz;Switzerland;German;Germanic;Rapperswil-Jona;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 18/19;Cédric Chevalley;ablösefrei;FC Vaduz;Switzerland;German;Germanic;Eschen-Mauren;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 18/19;Aldin Turkes;?;FC Vaduz;Switzerland;German;Germanic;Rapperswil-Jona;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 18/19;Armando Majer;Leihe;FC Vaduz;Switzerland;German;Germanic;Eschen-Mauren;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 18/19;Thomas Konrad;-;FC Vaduz;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 18/19;Yones Felfel;-;FC Vaduz;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 18/19;Peter Jehle;-;FC Vaduz;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 18/19;Franz Burgmeier;-;FC Vaduz;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 18/19;Marco Mathys;-;FC Vaduz;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 17/18;Marko Devic;ablösefrei;FK Rostov;Russia;Russian;Slavic;FC Vaduz;Switzerland;German;Germanic;Russia;Moscow;55.755826;37.6173
Switzerland;Bern;46.947974;7.447447;Zugänge 17/18;Sherko Gubari;Leihe;Grasshoppers;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 17/18;Mohamed Coulibaly;ablösefrei;UD Logroñés;Spain;Spanish;Romance;FC Vaduz;Switzerland;German;Germanic;Spain;Madrid;40.416775;-3.70379
Switzerland;Bern;46.947974;7.447447;Zugänge 17/18;Milan Gajic;ablösefrei;BSC Young Boys;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 17/18;Armando Majer;ablösefrei;St. Gallen U21;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 17/18;Nils von Niederhäusern;ablösefrei;FC Zürich U21;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 17/18;Nicolas Jüllich;ablösefrei;Sonnenhof-Gr.;Germany;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Germany;Berlin;52.520007;13.404954
Switzerland;Bern;46.947974;7.447447;Zugänge 17/18;Enrico Schirinzi;ablösefrei;FC Thun;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 17/18;Tomislav Puljic;ablösefrei;FC Luzern;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 17/18;Boris Babic;Leihe;FC St. Gallen;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 17/18;Justin Ospelt;-;FC Vaduz U18;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 17/18;Daniel Kaufmann;Leih-Ende;FC Balzers;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 17/18;Stjepan Kukuruzovic;171 Tsd. €;FC Vaduz;Switzerland;German;Germanic;FC St. Gallen;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 17/18;Daniel Kaufmann;ablösefrei;FC Vaduz;Switzerland;German;Germanic;FC Balzers;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 17/18;Albion Avdijaj;ablösefrei;FC Vaduz;Switzerland;German;Germanic;Grasshoppers;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
USA;Washington;38.907192;-77.036871;Abgänge 17/18;Nicolas Hasler;ablösefrei;FC Vaduz;Switzerland;German;Germanic;Toronto FC;USA;English;Germanic;Switzerland;Bern;46.947974;7.447447
Netherlands;Amsterdam;52.370216;4.895168;Abgänge 17/18;Ali Messaoud;ablösefrei;FC Vaduz;Switzerland;German;Germanic;Excelsior;Netherlands;Dutch;Germanic;Switzerland;Bern;46.947974;7.447447
Germany;Berlin;52.520007;13.404954;Abgänge 17/18;Matthias Strohmaier;ablösefrei;FC Vaduz;Switzerland;German;Germanic;Schweinfurt 05;Germany;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 17/18;Christian Baldinger;ablösefrei;FC Vaduz;Switzerland;German;Germanic;SR Delémont;Switzerland;French;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 17/18;Ramon Cecchini;ablösefrei;FC Vaduz;Switzerland;German;Germanic;SC YF Juventus;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 17/18;Moreno Costanzo;ablösefrei;FC Vaduz;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 17/18;Daniel Kaufmann;Leihe;FC Vaduz;Switzerland;German;Germanic;FC Balzers;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 17/18;Aldin Turkes;Leihe;FC Vaduz;Switzerland;German;Germanic;Rapperswil-Jona;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Spain;Madrid;40.416775;-3.70379;Abgänge 17/18;Simone Grippo;?;FC Vaduz;Switzerland;German;Germanic;Real Saragossa;Spain;Spanish;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 17/18;Gonzalo Zárate;?;FC Vaduz;Switzerland;German;Germanic;Lausanne-Sport;Switzerland;French;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 17/18;Sherko Gubari;Leih-Ende;FC Vaduz;Switzerland;German;Germanic;Grasshoppers;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 17/18;Dejan Janjatovic;-;FC Vaduz;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Moreno Costanzo;300 Tsd. €;BSC Young Boys;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Benjamin Siegrist;250 Tsd. €;Aston Villa;England;English;Germanic;FC Vaduz;Switzerland;German;Germanic;;;;
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Marvin Pfründer;50 Tsd. €;FC Köniz;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Maximilian Göppel;ablösefrei;FC Balzers;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Marco Mathys;ablösefrei;FC St. Gallen;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Gonzalo Zárate;ablösefrei;FC Thun;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Maurice Brunner;ablösefrei;FC Biel-Bienne;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Matthias Strohmaier;ablösefrei;B. München II;Germany;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Germany;Berlin;52.520007;13.404954
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Thomas Konrad;ablösefrei;Dundee FC;England;English;Germanic;FC Vaduz;Switzerland;German;Germanic;;;;
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Gion Chande;Leihe;FC Basel U21;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Caleb Stanko;Leihe;SC Freiburg;Germany;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Germany;Berlin;52.520007;13.404954
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Aldin Turkes;?;FC Zürich;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Daniel Kaufmann;Leih-Ende;FC Chiasso;Switzerland;Italian;Romance;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 16/17;Manuel Sutter;100 Tsd. €;FC Vaduz;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 16/17;Florian Stahel;ablösefrei;FC Vaduz;Switzerland;German;Germanic;FC Wohlen;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 16/17;Nick von Niederhäusern;ablösefrei;FC Vaduz;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 16/17;Oliver Klaus;ablösefrei;FC Vaduz;Switzerland;German;Germanic;BSC Old Boys;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Netherlands;Amsterdam;52.370216;4.895168;Abgänge 16/17;Ali Messaoud;Leihe;FC Vaduz;Switzerland;German;Germanic;NEC Nijmegen;Netherlands;Dutch;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 16/17;Pascal Schürpf;?;FC Vaduz;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 16/17;Robin Kamber;Leihe;FC Vaduz;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 16/17;Daniel Kaufmann;Leihe;FC Vaduz;Switzerland;German;Germanic;FC Chiasso;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 16/17;Gion Chande;Leih-Ende;FC Vaduz;Switzerland;German;Germanic;FC Basel U21;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Yones Felfel;ablösefrei;Vestsjaelland;Denmark;Danish;Germanic;FC Vaduz;Switzerland;German;Germanic;Denmark;Copenhagen;55.676097;12.568337
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Mario Bühler;ablösefrei;FC Wohlen;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Stjepan Kukuruzovic;ablösefrei;Ferencváros;Hungary;Hungarian;Ugric;FC Vaduz;Switzerland;German;Germanic;Hungary;Budapest;47.497912;19.040235
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Ali Messaoud;ablösefrei;Willem II;Netherlands;Dutch;Germanic;FC Vaduz;Switzerland;German;Germanic;Netherlands;Amsterdam;52.370216;4.895168
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Albion Avdijaj;ablösefrei;Wolfsburg II;Germany;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Germany;Berlin;52.520007;13.404954
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Armando Sadiku;Leihe;FC Zürich;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Dejan Janjatovic;?;FC St. Gallen;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Levent Gülen;Leihe;Grasshoppers;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Robin Kamber;?;FC Basel U21;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Mauro Caballero;Leihe;FC Porto B;Portugal;Portuguese;Romance;FC Vaduz;Switzerland;German;Germanic;Portugal;Lisbon;38.722252;-9.139337
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Moreno Costanzo;Leihe;BSC Young Boys;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Christian Baldinger;?;FC Basel U21;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Thomas Fekete;Leihe;BSC Young Boys;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Pascal Albrecht;Leihe;St. Gallen U21;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Axel Borgmann;-;Vereinslos;Vereinslos;Vereinslos;Vereinslos;FC Vaduz;Switzerland;German;Germanic;;;;
Switzerland;Bern;46.947974;7.447447;Abgänge 15/16;Markus Neumayr;100 Tsd. €;FC Vaduz;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Germany;Berlin;52.520007;13.404954;Abgänge 15/16;Andreas Hirzel;50 Tsd. €;FC Vaduz;Switzerland;German;Germanic;Hamburger SV;Germany;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 15/16;Pavel Pergl;ablösefrei;FC Vaduz;Switzerland;German;Germanic;FC Locarno;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Austria;Vienna;48.208174;16.373819;Abgänge 15/16;Mario Sara;ablösefrei;FC Vaduz;Switzerland;German;Germanic;SC Ritzing;Austria;German;Germanic;Switzerland;Bern;46.947974;7.447447
